key,press_time,release_time,dwell_time,flight_time
Shift,432.600,844.100,411.500,104.600
a,948.700,1096.100,147.400,-33.200
j,1062.900,1176.600,113.700,395.200
2,1571.800,1763.500,191.700,26.700
4,1790.200,1955.300,165.100,100.500
0,2055.800,2206.400,150.600,22.700
3,2229.100,2360.100,131.000,70.700
2,2430.800,2558.100,127.300,-13.100
0,2545.000,2643.600,98.600,37.700
0,2681.300,2796.700,115.400,-12.100
3,2784.600,2888.600,104.000,347.900
.,3236.500,3357.700,121.200,0
